,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,avg_max_temp,avg_min_temp,avg_precipitation,avg_sunshine,avg_wind_speed,avg_wind_gusts,primary_wind_direction
75,17383,17469,FS-1446812,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,2006,2006-10-10,283,1821.0,Natural,Natural,777.0,E,37.47805556,-119.15666667,USFS,CA,39.0,6039.0,Madera County,2006-10-03,53.3,33.6625,0.065375,37786.05125,7.5125,28.0875,152.625
76,17579,17669,FS-1447153,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2006,2006-07-09,190,2005.0,Natural,Natural,2097.0,F,36.26333333,-118.61472222,USFS,CA,107.0,6107.0,Tulare County,2006-07-02,68.1625,48.875,0.080125,48600.84,6.1875,25.1125,242.375
77,17587,17677,FS-1447161,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2006,2006-07-09,190,2005.0,Natural,Natural,4654.0,F,36.32055556,-118.40305556,USFS,CA,107.0,6107.0,Tulare County,2006-07-02,79.89999999999999,55.3625,0.04775,48121.43125,6.7,25.6,253.125
78,17590,17680,FS-1447165,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,BRODER/BECK COMPLEX,2006,2006-07-27,208,800.0,Natural,Natural,1220.0,F,36.14194444,-118.18555556,USFS,CA,107.0,6107.0,Tulare County,2006-07-20,78.225,55.1125,0.128875,46973.02625,4.6125,20.225,229.125
79,17595,17685,FS-1447176,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,BRODER/BECK COMPLEX,2006,2006-07-27,208,1300.0,Natural,Natural,2270.0,F,36.16666667,-118.16888889,USFS,CA,107.0,6107.0,Tulare County,2006-07-20,79.0875,54.5625,0.087,47148.6725,5.1125,21.3875,221.25
80,17651,17741,FS-1447238,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,SAWTOOTH-MILLARD-HEART COMPLEX ,2006,2006-07-09,190,833.0,Natural,Natural,24000.0,G,34.34166667,-116.76666667,USFS,CA,71.0,6071.0,San Bernardino County,2006-07-02,90.925,68.7,0.028,45075.99,6.3625,24.4125,224.125
81,17654,17744,FS-1447241,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2006,2006-07-22,203,1149.0,Human,Equipment and vehicle use,450.0,E,34.33,-117.51305556,USFS,CA,71.0,6071.0,San Bernardino County,2006-07-15,96.975,70.05,0.031,46926.67875,7.8,20.125,222.25
82,17656,17746,FS-1447243,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2006,2006-08-08,220,1040.0,Human,Equipment and vehicle use,125.0,D,33.75833333,-116.7625,STATE OR PRIVATE,CA,65.0,6065.0,Riverside County,2006-08-01,81.025,54.425,0.0,45756.9125,6.125,25.3,232.125
83,17657,17747,FS-1447244,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2006,2006-08-29,241,1500.0,Human,Missing data/not specified/undetermined,2109.0,F,34.08416667,-117.09361111,USFS,CA,71.0,6071.0,San Bernardino County,2006-08-22,95.2125,68.425,0.0,43798.11,8.5125,23.825,235.0
84,17659,17749,FS-1447246,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2006,2006-09-05,248,1605.0,Human,Equipment and vehicle use,100.0,D,34.24555556,-117.43416667,USFS,CA,71.0,6071.0,San Bernardino County,2006-08-29,96.5625,67.725,0.001,42854.00875,6.775,21.1375,211.125
85,19333,19434,FS-1449549,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,,2007,2007-07-05,186,1830.0,Natural,Natural,400.0,E,40.10388889,-120.625,USFS,CA,63.0,6063.0,Plumas County,2007-06-28,84.225,51.8125,0.0,49970.5875,9.65,32.575,213.75
86,19829,19930,FS-1450181,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,2007,2007-07-21,202,1109.0,Human,Equipment and vehicle use,340.0,E,34.89527778,-118.91972222,MISSING/NOT SPECIFIED,CA,29.0,6029.0,Kern County,2007-07-14,84.425,64.825,0.0,47328.53625,8.4125,24.0625,14.125
87,20018,20121,FS-1450410,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2007,2007-07-29,210,1446.0,Human,Recreation and ceremony,4200.0,F,35.7625,-118.4,USFS,CA,29.0,6029.0,Kern County,2007-07-22,90.3375,70.1,0.001,47651.0975,8.0875,26.35,277.125
88,20049,20152,FS-1450465,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,2007,2007-05-25,145,1200.0,Human,Missing data/not specified/undetermined,186.0,D,36.90638889,-119.29166667,USFS,CA,19.0,6019.0,Fresno County,2007-05-18,83.0625,54.0875,0.0,48162.82,7.5875,20.1125,277.625
89,20116,20219,FS-1450547,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2007,2007-05-13,133,1407.0,Human,Power generation/transmission/distribution,567.0,E,35.72138889,-118.40472222,USFS,CA,29.0,6029.0,Kern County,2007-05-06,83.0,55.675,0.0,46638.59125,7.075,23.35,299.625
90,20298,20401,FS-1450764,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,,2007,2007-05-21,141,1317.0,Human,Arson/incendiarism,853.0,E,39.46277778,-120.00694444,STATE OR PRIVATE,CA,91.0,6091.0,Sierra County,2007-05-14,75.5125,46.6125,0.0035,48219.25125,9.9625,28.75,222.625
91,20383,20486,FS-1450858,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,,2007,2007-08-10,222,1419.0,Human,Arson/incendiarism,168.0,D,40.16583333,-121.5625,USFS,CA,103.0,6103.0,Tehama County,2007-08-03,84.2,59.1125,0.0,47299.6025,9.975,29.75,195.125
92,20858,20962,FS-1451435,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,INYO COMPLEX,2007,2007-07-06,187,1237.0,Natural,Natural,6460.0,G,37.13,-118.385,USFS,CA,27.0,6027.0,Inyo County,2007-06-29,85.4875,58.8875,0.001,49369.665,4.925,20.175,223.125
93,20954,21059,FS-1451539,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,,2007,2007-07-16,197,1335.0,Human,Railroad operations and maintenance,115.0,D,39.81277778,-120.09333333,OTHER FEDERAL,CA,63.0,6063.0,Plumas County,2007-07-09,91.55,62.8125,0.008375,47137.53875,7.7,26.3375,279.125
94,21156,21261,FS-1451796,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2007,2007-06-03,154,1131.0,Human,Recreation and ceremony,4200.0,F,35.89472222,-118.46305556,USFS,CA,29.0,6029.0,Kern County,2007-05-27,82.1625,60.225,0.0,48329.89875,7.025,24.625,297.5
95,21333,21438,FS-1452002,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,CHINA-BACK COMPLEX,2007,2007-07-11,192,1230.0,Natural,Natural,2906.0,F,41.84305556,-122.72277778,USFS,CA,93.0,6093.0,Siskiyou County,2007-07-04,94.8875,59.175,0.01075,47114.5925,7.7875,26.8625,335.125
96,21402,21507,FS-1452095,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,2007,2007-08-30,242,1330.0,Natural,Natural,175.0,D,35.95805556,-121.37666667,OTHER FEDERAL,CA,53.0,6053.0,Monterey County,2007-08-23,76.7125,60.625,0.002,43578.09625,5.05,17.9625,233.0
97,21466,21571,FS-1452162,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2007,2007-08-21,233,1156.0,Natural,Natural,100.0,D,33.795,-116.74333333,USFS,CA,65.0,6065.0,Riverside County,2007-08-14,86.5125,63.4375,0.0,44602.15375,6.5875,26.8625,223.25
98,21703,21809,FS-1452502,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,,2007,2007-09-03,246,1424.0,Human,Equipment and vehicle use,64994.45,G,40.21333333,-120.86416667,STATE OR PRIVATE,CA,63.0,6063.0,Plumas County,2007-08-27,83.6,57.225,0.01975,43594.465,9.625,30.8875,223.0
99,21929,22035,FS-1452770,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,ANTELOPE COMPLEX,2007,2007-07-05,186,1804.0,Natural,Natural,22905.81,G,40.12861111,-120.63611111,USFS,CA,63.0,6063.0,Plumas County,2007-06-28,85.575,55.1875,0.0,49966.745,9.475,31.1875,241.625
100,21964,22070,FS-1452806,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,,2007,2007-07-10,191,1618.0,Natural,Natural,4801.0,F,39.68305556,-120.0375,STATE OR PRIVATE,CA,91.0,6091.0,Sierra County,2007-07-03,94.4625,63.2875,0.006,49211.25,8.55,24.7375,239.25
101,22173,22282,FS-1453093,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,2007,2007-09-02,245,1655.0,Natural,Natural,245.0,D,34.68861111,-118.41611111,MISSING/NOT SPECIFIED,CA,37.0,6037.0,Los Angeles County,2007-08-26,93.675,69.475,0.01725,43214.84625,5.9625,18.5875,257.75
102,22251,22360,FS-1453192,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,2007,2007-09-02,245,1430.0,Natural,Natural,2200.0,F,34.40333333,-118.26083333,USFS,CA,37.0,6037.0,Los Angeles County,2007-08-26,93.6,69.9,0.05625,43208.09,6.825,19.4875,200.0
103,22361,22470,FS-1453338,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,2007,2007-06-30,181,1758.0,Human,Missing data/not specified/undetermined,478.0,E,34.54305556,-119.76833333,USFS,CA,83.0,6083.0,Santa Barbara County,2007-06-23,81.1,61.9125,0.0,48654.32625,15.9125,25.65,310.5
104,22894,23006,FS-1453965,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2007,2007-08-01,213,1118.0,Human,Equipment and vehicle use,150.0,D,35.48444444,-118.78305556,USFS,CA,29.0,6029.0,Kern County,2007-07-25,94.1125,71.0125,0.0,47330.63,6.425,23.8125,294.375
105,23099,23211,FS-1454193,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,ELK COMPLEX,2007,2007-07-11,192,900.0,Natural,Natural,2171.0,F,41.79972222,-123.42777778,USFS,CA,93.0,6093.0,Siskiyou County,2007-07-04,94.1375,61.3875,0.003,47984.485,5.975,22.65,221.5
106,23153,23265,FS-1454259,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,516,Stanislaus National Forest,,2007,2007-08-10,222,1535.0,Human,Equipment and vehicle use,120.0,D,38.47361111,-120.22972222,USFS,CA,9.0,6009.0,Calaveras County,2007-08-03,78.4125,52.45,0.0,47074.56375,9.6625,30.725,228.125
107,23201,23314,FS-1454311,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,509,Modoc National Forest,,2007,2007-07-06,187,1842.0,Natural,Natural,267.5,D,41.97472222,-121.11638889,USFS,CA,49.0,6049.0,Modoc County,2007-06-29,89.225,57.0625,0.0005,49628.09,12.7125,26.35,257.75
108,23205,23318,FS-1454315,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,2007,2007-05-19,139,1407.0,Human,Equipment and vehicle use,850.0,E,34.75694444,-118.79861111,MISSING/NOT SPECIFIED,CA,37.0,6037.0,Los Angeles County,2007-05-12,79.1875,52.8375,0.0,47063.085,7.6625,22.225,260.125
109,23207,23320,FS-1454317,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,515,Sierra National Forest,,2007,2007-08-28,240,1453.0,Human,Equipment and vehicle use,154.0,D,37.06527778,-119.45416667,USFS,CA,19.0,6019.0,Fresno County,2007-08-21,92.3375,65.1375,0.001,43737.94625,5.625,18.6,277.125
110,23412,23526,FS-1454556,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-09-12,255,1233.0,Human,Recreation and ceremony,2170.0,F,32.80277778,-116.56111111,USFS,CA,73.0,6073.0,San Diego County,2007-09-05,85.275,62.1,0.0015,42061.32375,8.9375,27.1,259.625
111,23493,23607,FS-1454641,FED,FS-FIRESTAT,FS,USCATMU,Lake Tahoe Basin Management Unit,519,Lake Tahoe Basin Management Unit,,2007,2007-06-24,175,1350.0,Human,Recreation and ceremony,3100.0,F,38.86222222,-120.05194444,USFS,CA,17.0,6017.0,El Dorado County,2007-06-17,74.4375,46.3875,0.0,50056.355,10.25,33.9125,221.5
112,24004,24120,FS-1455267,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,516,Stanislaus National Forest,,2007,2007-08-09,221,1330.0,Human,Recreation and ceremony,161.0,D,38.3325,-119.91444444,USFS,CA,109.0,6109.0,Tuolumne County,2007-08-02,74.825,50.0375,0.0,47156.5325,9.9,30.9375,235.625
113,24173,24289,FS-1455467,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,509,Modoc National Forest,,2007,2007-07-15,196,1315.0,Natural,Natural,8121.0,G,41.98833333,-120.54472222,USFS,CA,49.0,6049.0,Modoc County,2007-07-08,86.05,58.675,0.006375,48016.81125,9.8,26.4,175.75
114,24198,24314,FS-1455494,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,YOLLA BOLLY COMPLEX 2007,2007,2007-08-29,241,1645.0,Natural,Natural,100.0,D,40.34083333,-122.95111111,USFS,CA,103.0,6103.0,Tehama County,2007-08-22,93.075,64.625,0.006375,44861.445,3.7625,22.025000000000002,212.875
115,24510,24627,FS-1455859,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,2007,2007-08-13,225,630.0,Human,Equipment and vehicle use,562.0,E,41.26722222,-121.71777778,USFS,CA,93.0,6093.0,Siskiyou County,2007-08-06,80.45,53.6375,0.0005,47189.51875,9.725,31.675,234.125
116,24520,24637,FS-1455887,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,ELK COMPLEX,2007,2007-07-11,192,700.0,Natural,Natural,916.0,E,41.71166667,-123.0,USFS,CA,93.0,6093.0,Siskiyou County,2007-07-04,97.525,63.225,0.01075,47057.90625,7.7875,26.8625,335.125
117,24833,24951,FS-1456283,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,2007,2007-07-04,185,1054.0,Human,Equipment and vehicle use,240207.0,G,34.77916667,-120.09,MISSING/NOT SPECIFIED,CA,83.0,6083.0,Santa Barbara County,2007-06-27,90.725,61.825,0.0,48743.89125,8.9125,23.575,328.375
118,25149,25269,FS-1456622,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-10-21,294,2301.0,Human,Missing data/not specified/undetermined,353.0,E,32.87083333,-116.63555556,STATE OR PRIVATE,CA,73.0,6073.0,San Diego County,2007-10-14,71.9625,51.4,0.003,37416.57625,11.2,32.9875,188.875
119,25593,25716,FS-1457137,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,2007,2007-05-22,142,715.0,Human,Debris and open burning,730.0,E,41.00138889,-122.15138889,STATE OR PRIVATE,CA,89.0,6089.0,Shasta County,2007-05-15,75.1375,47.45,0.0,48667.68375,8.075,26.85,196.875
120,25950,26075,FS-1457555,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-10-21,294,1800.0,Human,Missing data/not specified/undetermined,28476.0,G,33.74583333,-117.66666667,MISSING/NOT SPECIFIED,CA,59.0,6059.0,Orange County,2007-10-14,73.2875,55.6375,0.003,35774.4075,7.1,20.075,178.625
121,26073,26200,FS-1457704,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2007,2007-07-05,186,1530.0,Natural,Natural,400.0,E,34.37027778,-116.90416667,MISSING/NOT SPECIFIED,CA,71.0,6071.0,San Bernardino County,2007-06-28,98.9,67.625,0.0,48603.26,9.2,23.825,246.625
122,26126,26253,FS-1457784,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2007,2007-09-14,257,1321.0,Human,Missing data/not specified/undetermined,14039.0,G,34.25805556,-117.01027778,USFS,CA,71.0,6071.0,San Bernardino County,2007-09-07,73.1,53.025,0.0035,41973.88625,5.9750000000000005,22.8375,235.5
123,26129,26256,FS-1457791,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2007,2007-10-22,295,500.0,Human,Power generation/transmission/distribution,1247.0,F,34.27472222,-117.21694444,USFS,CA,71.0,6071.0,San Bernardino County,2007-10-15,68.9,46.05,0.0,37510.6575,9.2125,30.4375,127.375
124,26132,26259,FS-1457794,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2007,2007-10-22,295,800.0,Human,Missing data/not specified/undetermined,12759.0,G,34.25194444,-117.05,USFS,CA,71.0,6071.0,San Bernardino County,2007-10-15,63.825,41.65,0.0,37510.6575,9.575,31.9375,249.25
125,26147,26274,FS-1457823,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,2007,2007-10-20,293,2142.0,Human,Power generation/transmission/distribution,45300.0,G,34.57305556,-118.69833333,USFS,CA,37.0,6037.0,Los Angeles County,2007-10-13,73.4375,49.5375,0.031,37670.5225,6.75,22.425,239.125
126,26150,26277,FS-1457827,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,,2007,2007-07-10,191,1200.0,Natural,Natural,682.0,E,37.91694444,-119.11361111,USFS,CA,51.0,6051.0,Mono County,2007-07-03,82.0,53.4375,0.013750000000000002,49372.96375,7.2875,26.025,218.125
127,26180,26307,FS-1457872,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,2007,2007-08-29,241,1359.0,Human,Equipment and vehicle use,1440.0,F,40.48388889,-123.35194444,STATE OR PRIVATE,CA,105.0,6105.0,Trinity County,2007-08-22,87.85,55.5375,0.008375,44923.91625,6.425,24.325,223.75
128,26181,26308,FS-1457873,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,2007,2007-08-30,242,1658.0,Natural,Natural,599.0,E,40.08972222,-122.95138889,USFS,CA,103.0,6103.0,Tehama County,2007-08-23,82.8,56.25,0.020625,44692.24375,4.625,24.1,169.75
129,26259,26388,FS-1457972,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2007,2007-10-22,295,1138.0,Human,Missing data/not specified/undetermined,250.0,D,34.22666667,-117.41027778,USFS,CA,71.0,6071.0,San Bernardino County,2007-10-15,76.2375,53.15,0.0005,37191.21125,7.6,22.9125,119.875
130,26361,26492,FS-1458086,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-10-21,294,1236.0,Human,Power generation/transmission/distribution,197990.0,G,33.07444444,-116.71111111,MISSING/NOT SPECIFIED,CA,73.0,6073.0,San Diego County,2007-10-14,73.325,50.3625,0.0025,37594.5525,9.2125,31.212500000000002,206.0
131,26381,26512,FS-1458106,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,,2007,2007-10-30,303,1556.0,Natural,Natural,560.0,E,37.76916667,-118.74027778,USFS,CA,51.0,6051.0,Mono County,2007-10-23,59.6875,33.7875,0.04975,34659.94125,6.5,26.4875,176.125
132,26385,26516,FS-1458112,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-10-22,295,415.0,Human,Power generation/transmission/distribution,9472.0,G,33.39694444,-117.14805556,MISSING/NOT SPECIFIED,CA,73.0,6073.0,San Diego County,2007-10-15,78.4625,54.7,0.004875,36751.30875,9.7125,22.9125,197.375
133,26443,26574,FS-1458182,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2007,2007-08-27,239,1430.0,Natural,Natural,1022.0,F,36.27805556,-118.42166667,USFS,CA,107.0,6107.0,Tulare County,2007-08-20,80.3125,57.275,0.064125,43296.902500000004,6.2625,24.7125,255.5
134,26453,26584,FS-1458192,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,2007,2007-10-21,294,1304.0,Human,Misuse of fire by a minor,38356.0,G,34.52444444,-118.33472222,MISSING/NOT SPECIFIED,CA,37.0,6037.0,Los Angeles County,2007-10-14,73.77499999999999,49.675,0.0,37344.51875,7.3125,25.174999999999997,162.125
135,26460,26591,FS-1458199,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2007,2007-08-22,234,1115.0,Human,Recreation and ceremony,200.0,D,36.0,-118.3,USFS,CA,107.0,6107.0,Tulare County,2007-08-15,78.1625,49.475,0.003,44897.17,7.2625,28.9375,244.25
136,26486,26617,FS-1458230,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-10-21,294,1635.0,Human,Missing data/not specified/undetermined,250.0,D,33.44305556,-116.85833333,MISSING/NOT SPECIFIED,CA,65.0,6065.0,Riverside County,2007-10-14,74.3875,50.2,0.010374999999999999,35972.1725,7.8875,23.7625,193.875
137,26495,26626,FS-1458240,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,,2007,2007-10-23,296,315.0,Human,Other causes,49390.0,G,33.2775,-116.86805556,MISSING/NOT SPECIFIED,CA,73.0,6073.0,San Diego County,2007-10-16,75.5625,52.025,0.005875,36469.00125,11.0125,30.225,133.75
138,27586,27721,FS-1459682,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,512,San Bernardino National Forest,,2008,2008-04-29,120,1530.0,Human,Smoking,769.0,E,33.72027778,-116.62527778,USFS,CA,65.0,6065.0,Riverside County,2008-04-22,64.2375,35.975,0.0,45075.71125,7.3374999999999995,29.7625,152.5
139,27593,27729,FS-1459691,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,BASIN COMPLEX,2008,2008-06-08,160,1236.0,Human,Recreation and ceremony,81378.0,G,36.10527778,-121.43083333,USFS,CA,53.0,6053.0,Monterey County,2008-06-01,70.4375,48.4375,0.0,48847.37,9.6,28.3375,327.75
140,27665,27801,FS-1459796,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,KLAMATH THEATER,2008,2008-06-20,172,2200.0,Natural,Natural,4913.0,F,41.59972222,-123.5675,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-13,76.0375,45.425,0.0,50411.85375,6.05,24.15,259.75
141,27762,27900,FS-1459931,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,,2008,2008-06-21,173,855.0,Natural,Natural,229.0,D,41.20277778,-123.04972222,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-14,78.375,50.3875,0.012750000000000001,49790.7725,7.85,29.9,284.25
142,27796,27934,FS-1459976,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,KLAMATH THEATER,2008,2008-06-22,174,830.0,Natural,Natural,13116.0,G,41.03472222,-123.00277778,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-15,74.0875,44.6375,0.01425,49682.36125,7.925,31.9875,276.25
143,27898,28036,FS-1460100,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,BASIN COMPLEX,2008,2008-06-21,173,1329.0,Natural,Natural,162818.0,G,36.28111111,-121.65833333,USFS,CA,53.0,6053.0,Monterey County,2008-06-14,77.125,53.525,0.0,49279.02,6.7875000000000005,21.6375,207.125
144,27904,28042,FS-1460108,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,2008,2008-05-13,134,430.0,Human,Missing data/not specified/undetermined,490.0,E,34.24944444,-117.65166667,USFS,CA,71.0,6071.0,San Bernardino County,2008-05-06,69.525,45.1,0.002,46096.2125,10.8625,29.25,237.25
145,27944,28082,FS-1460158,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,,2008,2008-04-26,117,1455.0,Human,Arson/incendiarism,584.0,E,34.17333333,-118.03,MISSING/NOT SPECIFIED,CA,37.0,6037.0,Los Angeles County,2008-04-19,74.1375,45.8125,0.0,44265.4875,8.975,26.2875,204.875
146,27958,28096,FS-1460178,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,CANYON COMPLEX,2008,2008-06-21,173,1715.0,Natural,Natural,5512.0,G,39.84222222,-120.83666667,USFS,CA,63.0,6063.0,Plumas County,2008-06-14,79.9875,47.9125,0.01375,50113.26375,10.7125,34.4125,218.125
