,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,WEEK_BEFORE_DISCOVERY_DATE,max_temp,min_temp,precipitation,wind_speed,wind_gusts,wind_direction
76,29842,29995,FS-1470117,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,SODA COMPLEX,2008,2008-06-21,173,930.0,Natural,Natural,3043.0,F,39.47833333,-123.04333333,USFS,CA,33.0,6033.0,Lake County,2008-06-14,84.525,54.7125,0.007875,7.6375,32.1625,276.125
77,29954,30107,FS-1470241,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,SHU JUNE LIGHTNING COMPLEX,2008,2008-06-22,174,1251.0,Natural,Natural,1912.0,F,40.99333333,-121.60166667,USFS,CA,89.0,6089.0,Shasta County,2008-06-15,86.7125,56.6125,0.0,10.9125,33.3625,240.125
78,30190,30343,FS-1470515,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-21,173,800.0,Natural,Natural,24776.0,G,40.66972222,-123.30555556,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,81.3625,49.9625,0.009375,7.4,28.8625,261.625
79,30274,30428,FS-1470610,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-20,172,2000.0,Natural,Natural,25199.0,G,40.51833333,-123.42277778,USFS,CA,105.0,6105.0,Trinity County,2008-06-13,79.725,48.9,0.0,7.4624999999999995,27.775,259.375
80,30292,30446,FS-1470631,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-22,174,1000.0,Natural,Natural,1069.0,F,40.48388889,-122.92972222,USFS,CA,105.0,6105.0,Trinity County,2008-06-15,86.0875,54.4625,0.008875000000000001,7.3625,27.5625,263.0
81,30300,30455,FS-1470640,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-21,173,1030.0,Natural,Natural,1158.0,F,40.66611111,-123.52027778,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,81.025,50.9625,0.01425,7.125,27.25,312.875
82,30320,30475,FS-1470661,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-20,172,1730.0,Natural,Natural,6625.0,G,40.40666667,-123.13194444,USFS,CA,105.0,6105.0,Trinity County,2008-06-13,82.1375,50.887499999999996,0.0,6.925,27.35,241.625
83,30323,30478,FS-1470664,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,YOLLA BOLLY COMPLEX 2008,2008,2008-06-21,173,1100.0,Natural,Natural,3674.0,F,40.20055556,-123.12472222,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,80.025,51.1125,0.026125000000000002,7.2375,29.6,272.375
84,30331,30486,FS-1470673,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-21,173,700.0,Natural,Natural,12856.0,G,40.32583333,-122.96222222,USFS,CA,103.0,6103.0,Tehama County,2008-06-14,83.2875,53.0375,0.026125000000000002,7.2375,29.6,272.375
85,30349,30504,FS-1470694,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,LIME COMPLEX,2008,2008-06-22,174,1100.0,Natural,Natural,10213.0,G,40.46333333,-122.88277778,USFS,CA,105.0,6105.0,Trinity County,2008-06-15,83.525,52.125,0.010875,7.475,29.5,265.0
86,30377,30532,FS-1470733,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,IRON & ALPS COMPLEXES,2008,2008-06-21,173,800.0,Natural,Natural,32903.0,G,40.14583333,-122.86611111,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,83.4875,53.925,0.026125000000000002,7.2375,29.6,272.375
87,30486,30641,FS-1470867,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,SODA COMPLEX,2008,2008-06-21,173,930.0,Natural,Natural,2193.0,F,39.42888889,-123.06416667,STATE OR PRIVATE,CA,33.0,6033.0,Lake County,2008-06-14,82.725,52.7375,0.007875,7.6375,32.1625,276.125
88,30537,30693,FS-1470930,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,SODA COMPLEX,2008,2008-06-21,173,1500.0,Natural,Natural,1829.0,F,39.55222222,-122.96138889,USFS,CA,33.0,6033.0,Lake County,2008-06-14,78.0,48.075,0.007875,7.6375,32.1625,276.125
89,30707,30863,FS-1471131,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,SODA COMPLEX,2008,2008-06-21,173,1600.0,Natural,Natural,1567.0,F,39.375,-122.97555556,USFS,CA,33.0,6033.0,Lake County,2008-06-14,87.0,56.075,0.01175,7.625,32.6875,287.125
90,30774,30930,FS-1471225,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,YOLLA BOLLY COMPLEX 2008,2008,2008-06-22,174,1215.0,Natural,Natural,17449.0,G,40.06722222,-122.93083333,USFS,CA,21.0,6021.0,Glenn County,2008-06-15,82.5875,52.8125,0.026125000000000002,7.5125,30.6375,276.0
91,30793,30949,FS-1471245,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,,2008,2008-06-12,164,1230.0,Human,Missing data/not specified/undetermined,7783.0,G,39.89388889,-122.7075,USFS,CA,21.0,6021.0,Glenn County,2008-06-05,73.375,44.575,0.0,8.6375,30.950000000000003,251.5
92,30989,31146,FS-1471462,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,514,Shasta-Trinity National Forest,,2008,2008-09-07,251,1016.0,Human,Equipment and vehicle use,2847.0,F,40.36666667,-122.935,USFS,CA,89.0,6089.0,Shasta County,2008-08-31,90.3,59.55,0.0,7.5125,22.575,308.0
93,31196,31353,FS-1471699,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,CUB COMPLEX,2008,2008-06-21,173,1800.0,Natural,Natural,14936.0,G,40.17916667,-121.47027778,USFS,CA,103.0,6103.0,Tehama County,2008-06-14,80.2125,52.175000000000004,0.0035,10.775,32.8125,227.375
94,31197,31354,FS-1471700,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,CUB COMPLEX,2008,2008-06-21,173,1700.0,Natural,Natural,4851.0,F,40.18083333,-121.56666667,MISSING/NOT SPECIFIED,CA,103.0,6103.0,Tehama County,2008-06-14,82.175,54.05,0.001,10.1,30.2125,227.75
95,31322,31479,FS-1471867,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,CANYON COMPLEX,2008,2008-06-22,174,1200.0,Natural,Natural,1450.0,F,39.77333333,-121.25027778,USFS,CA,63.0,6063.0,Plumas County,2008-06-15,84.525,54.05,0.0,10.0875,31.5625,203.0
96,31376,31535,FS-1471935,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,511,Plumas National Forest,CANYON COMPLEX,2008,2008-06-21,173,1857.0,Natural,Natural,1000.0,F,39.70611111,-121.25055556,USFS,CA,7.0,6007.0,Butte County,2008-06-14,91.5875,60.6875,0.0,8.525,26.55,193.375
97,31504,31663,FS-1472098,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,MAD COMPLEX,2008,2008-06-21,173,1740.0,Natural,Natural,1370.0,F,40.2225,-123.22222222,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,80.825,51.3875,0.026125000000000002,7.2375,29.6,272.375
98,32200,32361,FS-1472902,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,517,Tahoe National Forest,AMERICAN RIVER COMPLEX,2008,2008-06-21,173,2150.0,Natural,Natural,9164.0,G,39.21555556,-120.64861111,USFS,CA,61.0,6061.0,Placer County,2008-06-14,79.1125,49.5375,0.010375,10.4375,32.6375,213.5
99,32268,32429,FS-1472973,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,,2008,2008-09-27,271,1945.0,Human,Missing data/not specified/undetermined,11200.0,G,36.0025,-121.43972222,USFS,CA,53.0,6053.0,Monterey County,2008-09-20,76.64999999999999,54.975,0.0,6.5375000000000005,19.5125,197.375
100,32275,32436,FS-1472981,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,506,Lassen National Forest,BTU LIGHTNING COMPLEX,2008,2008-08-14,227,1300.0,Natural,Natural,3934.0,F,39.95166667,-121.33388889,USFS,CA,63.0,6063.0,Plumas County,2008-08-07,84.3,54.3375,0.0025,8.675,28.075,255.75
101,32489,32652,FS-1473242,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2008,2008-05-31,152,1455.0,Natural,Natural,15300.0,G,36.11666667,-118.13361111,USFS,CA,107.0,6107.0,Tulare County,2008-05-24,53.6,34.2125,0.113625,4.4625,20.825,242.5
102,32500,32663,FS-1473253,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2008,2008-06-28,180,1500.0,Human,Recreation and ceremony,37026.0,G,35.41916667,-118.40027778,USFS,CA,29.0,6029.0,Kern County,2008-06-21,82.8375,54.75,0.0,9.0875,31.6875,237.125
103,32585,32749,FS-1473351,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,513,Sequoia National Forest,,2008,2008-05-06,127,1300.0,Natural,Natural,1225.0,F,35.16666667,-118.05222222,USFS,CA,107.0,6107.0,Tulare County,2008-04-29,77.85,47.8375,0.0,17.55,32.5125,229.25
104,32649,32814,FS-1473426,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,KLAMATH THEATER,2008,2008-06-20,172,2104.0,Natural,Natural,65834.0,G,41.56333333,-123.59472222,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-13,79.45,47.3375,0.0,6.05,24.15,259.75
105,32650,32815,FS-1473427,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,KLAMATH THEATER,2008,2008-06-21,173,743.0,Natural,Natural,17540.0,G,41.56527778,-123.82055556,USFS,CA,15.0,6015.0,Del Norte County,2008-06-14,72.3875,45.4875,0.008375,6.1375,25.35,280.25
106,32655,32820,FS-1473432,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,HELL'S HALF COMPLEX,2008,2008-06-21,173,858.0,Natural,Natural,15118.0,G,40.77111111,-123.52777778,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,76.1125,47.175,0.010375,6.4,26.3375,285.625
107,32657,32822,FS-1473434,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,KLAMATH THEATER,2008,2008-06-21,173,957.0,Natural,Natural,38394.0,G,41.35638889,-123.37611111,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-14,81.125,50.3625,0.01275,6.225,24.35,278.75
108,32662,32827,FS-1473439,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,KLAMATH THEATER,2008,2008-06-21,173,1221.0,Natural,Natural,13654.0,G,41.45333333,-123.39305556,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-14,78.225,47.125,0.008375,6.1375,25.35,280.25
109,32692,32857,FS-1473470,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,KLAMATH THEATER,2008,2008-06-23,175,1307.0,Natural,Natural,8332.0,G,41.42527778,-123.43111111,USFS,CA,93.0,6093.0,Siskiyou County,2008-06-16,74.5875,45.9625,0.01225,7.2375,30.0875,279.25
110,32783,32948,FS-1473590,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,YUBA RIVER COMPLEX,2008,2008-06-21,173,2020.0,Natural,Natural,1230.0,F,39.34944444,-120.77916667,STATE OR PRIVATE,CA,57.0,6057.0,Nevada County,2008-06-14,88.4625,58.7625,0.0,8.525,25.4625,206.5
111,32784,32949,FS-1473593,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,YUBA RIVER COMPLEX,2008,2008-06-21,173,720.0,Natural,Natural,2420.0,F,39.36,-120.69666667,USFS,CA,57.0,6057.0,Nevada County,2008-06-14,80.4125,49.925,0.005875,9.6875,30.2125,222.75
112,32786,32951,FS-1473597,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,AMERICAN RIVER COMPLEX,2008,2008-06-22,174,745.0,Natural,Natural,10836.0,G,39.16333333,-120.66,USFS,CA,61.0,6061.0,Placer County,2008-06-15,79.275,50.2375,0.010875000000000001,10.9,34.5125,212.25
113,32816,32982,FS-1473629,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2008,2008-10-12,286,150.0,Human,Missing data/not specified/undetermined,4824.0,F,34.29472222,-118.36111111,USFS,CA,37.0,6037.0,Los Angeles County,2008-10-05,81.325,54.6875,0.007375,7.6,21.225,159.375
114,32848,33014,FS-1473668,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,IRON & ALPS COMPLEXES,2008,2008-06-21,173,1300.0,Natural,Natural,31419.0,G,40.86666667,-123.28527778,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,80.3125,50.275,0.01175,6.975,27.4875,264.125
115,32857,33023,FS-1473677,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,IRON & ALPS COMPLEXES,2008,2008-06-21,173,1300.0,Natural,Natural,3044.0,F,41.07222222,-123.3025,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,78.875,49.9,0.01425,7.075,28.3625,275.5
116,32873,33039,FS-1473693,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,IRON & ALPS COMPLEXES,2008,2008-06-21,173,1700.0,Natural,Natural,25398.0,G,40.78138889,-123.43361111,USFS,CA,105.0,6105.0,Trinity County,2008-06-14,81.3625,51.5,0.009375,6.05,24.275,295.375
117,32874,33040,FS-1473694,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,SHU LIGHTNING COMPLEX 2008,2008,2008-06-23,175,1521.0,Natural,Natural,28336.0,G,40.71666667,-122.43444444,MISSING/NOT SPECIFIED,CA,89.0,6089.0,Shasta County,2008-06-16,94.3375,60.6125,0.0,7.550000000000001,22.9625,237.5
118,32917,33083,FS-1473741,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,CANYON COMPLEX,2008,2008-06-22,174,1000.0,Natural,Natural,11496.0,G,39.97,-121.29638889,USFS,CA,63.0,6063.0,Plumas County,2008-06-15,86.4125,56.7125,0.001,9.4375,31.9,225.25
119,32923,33089,FS-1473750,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,,2008,2008-07-25,207,1816.0,Natural,Natural,7456.0,G,36.90361111,-118.80111111,USFS,CA,19.0,6019.0,Fresno County,2008-07-18,77.4125,53.05,0.0,6.4750000000000005,25.1125,245.125
120,33365,33534,FS-1474297,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,CANYON COMPLEX,2008,2008-06-21,173,1900.0,Natural,Natural,13009.0,G,39.78611111,-121.18722222,USFS,CA,63.0,6063.0,Plumas County,2008-06-14,79.0875,48.275,0.0015,9.375,33.2375,212.375
121,33486,33657,FS-1474449,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,TGU LIGHTNING COMPLEX,2008,2008-06-24,176,1800.0,Natural,Natural,4747.0,F,40.15027778,-121.8475,MISSING/NOT SPECIFIED,CA,103.0,6103.0,Tehama County,2008-06-17,93.3625,60.5125,0.0,8.0875,22.4,259.125
122,33539,33711,FS-1474509,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,BTU LIGHTNING COMPLEX,2008,2008-06-21,173,1200.0,Natural,Natural,1324.0,F,40.05472222,-121.62555556,MISSING/NOT SPECIFIED,CA,103.0,6103.0,Tehama County,2008-06-14,87.2875,58.575,0.001,9.424999999999999,28.275,225.125
123,33544,33716,FS-1474514,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,YOLLA BOLLY COMPLEX 2008,2008,2008-06-22,174,1230.0,Natural,Natural,32250.0,G,40.07555556,-123.09638889,USFS,CA,105.0,6105.0,Trinity County,2008-06-15,77.325,47.95,0.026125000000000002,7.5125,30.6375,276.0
124,33561,33733,FS-1474536,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2008,2008-06-21,173,1548.0,Natural,Natural,2889.0,F,37.895,-119.91805556,USFS,CA,109.0,6109.0,Tuolumne County,2008-06-14,82.4125,52.125,0.0,8.375,26.7125,215.5
125,33562,33734,FS-1474537,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2008,2008-07-25,207,1600.0,Human,Missing data/not specified/undetermined,34091.0,G,37.5675,-119.99694444,MISSING/NOT SPECIFIED,CA,43.0,6043.0,Mariposa County,2008-07-18,89.4125,62.575,0.0,6.825,20.2125,284.5
126,33728,33900,FS-1474742,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,YOLLA BOLLY COMPLEX 2008,2008,2008-06-22,174,1430.0,Natural,Natural,6246.0,G,40.11972222,-122.98361111,USFS,CA,105.0,6105.0,Trinity County,2008-06-15,76.875,47.875,0.026125000000000002,7.5125,30.6375,276.0
127,33743,33915,FS-1474763,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2008,2008-11-13,318,1754.0,Human,Recreation and ceremony,1940.0,F,34.45777778,-119.66055556,MISSING/NOT SPECIFIED,CA,83.0,6083.0,Santa Barbara County,2008-11-06,75.1875,52.275,0.0,15.275,26.2375,214.25
128,33744,33916,FS-1474764,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2008,2008-11-14,319,2237.0,Human,Missing data/not specified/undetermined,11222.0,G,34.33,-118.41111111,USFS,CA,37.0,6037.0,Los Angeles County,2008-11-07,76.5,48.5125,0.009375,7.5375,21.8375,91.25
129,34008,34186,FS-1475115,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,0502,Cleveland National Forest,FREEWAY COMPLEX,2008,2008-11-15,320,910.0,Human,Missing data/not specified/undetermined,30305.0,G,33.87277778,-117.73888889,MISSING/NOT SPECIFIED,CA,59.0,6059.0,Orange County,2008-11-08,75.9875,52.575,0.002,9.325000000000001,18.925,152.5
130,34012,34190,FS-1475119,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,SHU LIGHTNING COMPLEX 2008,2008,2008-06-21,173,1200.0,Natural,Natural,1209.0,F,40.80722222,-122.09777778,USFS,CA,89.0,6089.0,Shasta County,2008-06-14,92.6,60.525,0.0,8.1125,25.6625,220.5
131,34131,34310,FS-1475272,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,,2008,2008-06-23,175,2041.0,Natural,Natural,12500.0,G,40.875,-120.875,STATE OR PRIVATE,CA,35.0,6035.0,Lassen County,2008-06-16,78.4125,50.225,0.008875,12.3625,30.55,250.75
132,34841,35024,FS-1476183,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2009,2009-05-05,125,1330.0,Human,Equipment and vehicle use,8733.0,G,34.47416667,-119.72805556,STATE OR PRIVATE,CA,83.0,6083.0,Santa Barbara County,2009-04-28,76.0875,52.3625,0.003,12.6625,31.837500000000002,312.5
133,36228,36416,FS-1477914,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,,2009,2009-07-18,199,1454.0,Natural,Natural,3268.0,F,37.26805556,-118.58388889,USFS,CA,27.0,6027.0,Inyo County,2009-07-11,78.625,56.6,0.014374999999999999,7.05,23.9125,211.125
134,37269,37461,FS-1479191,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,BACKBONE COMPLEX,2009,2009-07-02,183,721.0,Natural,Natural,1120.0,F,41.15138889,-123.40138889,USFS,CA,105.0,6105.0,Trinity County,2009-06-25,81.7,49.2875,0.0025,6.5375000000000005,25.1875,246.5
135,37507,37700,FS-1479460,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,,2009,2009-07-19,200,1500.0,Human,Equipment and vehicle use,3226.0,F,41.71194444,-122.05,USFS,CA,93.0,6093.0,Siskiyou County,2009-07-12,85.0125,52.6625,0.017750000000000002,9.675,28.0875,295.25
136,37682,37876,FS-1479670,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,HAT CREEK COMPLEX,2009,2009-08-01,213,2200.0,Natural,Natural,9356.0,G,40.68333333,-121.46666667,USFS,CA,89.0,6089.0,Shasta County,2009-07-25,91.1375,61.5375,0.018125,7.4125000000000005,22.2625,235.125
137,37728,37924,FS-1479731,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,HAT CREEK COMPLEX,2009,2009-08-02,214,830.0,Natural,Natural,1865.0,F,40.83388889,-121.54222222,USFS,CA,89.0,6089.0,Shasta County,2009-07-26,94.0625,63.75,0.04075,7.425,25.4125,236.125
138,37880,38076,FS-1479919,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2009,2009-08-25,237,1630.0,Human,Arson/incendiarism,2163.0,F,34.18666667,-117.87083333,USFS,CA,37.0,6037.0,Los Angeles County,2009-08-18,86.1375,64.2625,0.0,6.8125,20.6875,210.5
139,38006,38202,FS-1480062,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,SHU LIGHTNING COMPLEX 2009,2009,2009-08-02,214,1526.0,Natural,Natural,3949.0,F,40.955,-121.79444444,USFS,CA,89.0,6089.0,Shasta County,2009-07-26,97.0625,66.275,0.008875,7.15,23.4625,176.25
140,38007,38203,FS-1480063,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,SHU LIGHTNING COMPLEX 2009,2009,2009-08-02,214,1529.0,Natural,Natural,6923.0,G,40.98055556,-121.81388889,USFS,CA,89.0,6089.0,Shasta County,2009-07-26,90.6375,61.275,0.02325,7.175,25.575,231.125
141,39180,39377,FS-1481434,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,,2009,2009-08-08,220,1519.0,Human,Missing data/not specified/undetermined,91622.0,G,34.94972222,-119.97777778,USFS,CA,83.0,6083.0,Santa Barbara County,2009-08-01,81.45,57.475,0.0,6.9625,25.0375,256.0
142,39925,40125,FS-1482300,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,,2009,2009-07-26,207,1536.0,Human,Missing data/not specified/undetermined,6130.0,G,38.175,-120.24916667,USFS,CA,109.0,6109.0,Tuolumne County,2009-07-19,92.3875,62.25,0.0,7.225,23.0875,290.25
143,39931,40131,FS-1482307,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,LION COMPLEX,2009,2009-07-21,202,1317.0,Natural,Natural,1417.0,F,36.15361111,-118.22472222,USFS,CA,107.0,6107.0,Tulare County,2009-07-14,76.4375,51.375,0.0585,5.55,23.975,254.125
144,39935,40135,FS-1482311,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,LION COMPLEX,2009,2009-06-30,181,953.0,Natural,Natural,2577.0,F,36.13361111,-118.29888889,USFS,CA,107.0,6107.0,Tulare County,2009-06-23,72.5625,45.675,0.020125,6.25,25.8375,165.75
145,40244,40445,FS-1482669,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,,2009,2009-08-21,233,1900.0,Human,Debris and open burning,1364.0,F,41.55194444,-123.16694444,USFS,CA,93.0,6093.0,Siskiyou County,2009-08-14,77.8875,46.6875,0.0,6.0375,22.95,147.25
146,40799,41003,FS-1483315,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,,2009,2009-10-03,276,1411.0,Human,Missing data/not specified/undetermined,7128.0,G,34.22972222,-117.47833333,USFS,CA,71.0,6071.0,San Bernardino County,2009-09-26,85.7,57.925000000000004,0.0015,7.3,23.025,192.5
147,41180,41385,FS-1483744,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,,2009,2009-10-07,280,1335.0,Human,Arson/incendiarism,3689.0,F,41.19416667,-123.62916667,MISSING/NOT SPECIFIED,CA,23.0,6023.0,Humboldt County,2009-09-30,65.0875,38.2,0.0053750000000000004,7.8125,28.025,187.625
148,41292,41500,FS-1483870,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,,2009,2009-08-26,238,1519.0,Human,Arson/incendiarism,160371.0,G,34.2425,-118.18888889,USFS,CA,37.0,6037.0,Los Angeles County,2009-08-19,87.5875,63.775,0.011875,7.0125,22.975,197.125
149,41295,41503,FS-1483873,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,BACKBONE COMPLEX,2009,2009-07-02,183,1028.0,Natural,Natural,5065.0,G,41.04,-123.46333333,USFS,CA,23.0,6023.0,Humboldt County,2009-06-25,80.7625,48.3375,0.0025,6.5375000000000005,25.1875,246.5
